City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Chebsara,RU,2022-06-20 03:07:49,59.2002,38.8356,49.33,93,7,8.43
277,San Patricio,US,2022-06-20 03:07:49,28.017,-97.5169,84.88,76,3,9.86
278,Bethel,US,2022-06-20 03:07:49,41.3712,-73.414,61.75,62,0,0.0
279,Bartoszyce,PL,2022-06-20 03:07:50,54.2535,20.8082,53.26,98,90,6.51
280,Xining,CN,2022-06-20 03:07:23,36.6167,101.7667,56.95,81,100,3.33
281,Sakakah,SA,2022-06-20 03:07:50,29.9697,40.2064,87.48,21,0,4.12
282,Harper,LR,2022-06-20 03:07:51,4.375,-7.7169,76.51,83,83,6.02
283,San Vicente,AR,2022-06-20 03:07:51,-26.6167,-54.1333,49.51,98,30,1.72
284,Cabo San Lucas,MX,2022-06-20 03:03:02,22.8909,-109.9124,83.61,79,18,2.77
285,Chapais,CA,2022-06-20 03:07:51,49.7834,-74.8492,47.73,57,40,4.52
286,Antofagasta,CL,2022-06-20 03:07:52,-23.65,-70.4,54.68,76,17,4.16
287,Brigantine,US,2022-06-20 03:07:52,39.4101,-74.3646,66.0,57,0,14.79
288,Sopot,PL,2022-06-20 03:07:53,54.4418,18.56,57.96,90,75,6.91
289,Huicheng,CN,2022-06-20 03:07:53,23.0385,116.2899,85.23,75,100,16.17
290,Gravdal,NO,2022-06-20 03:07:53,68.1214,13.5031,48.87,95,100,12.57
291,Aksay,RU,2022-06-20 03:07:54,47.26,39.87,62.82,55,0,2.86
292,Muros,ES,2022-06-20 03:07:54,42.7762,-9.0603,57.16,92,100,4.88
293,Kadoma,JP,2022-06-20 03:07:54,34.7333,135.5833,86.59,70,100,6.98
294,Hambantota,LK,2022-06-20 03:07:55,6.1241,81.1185,80.94,94,20,9.22
295,Scarborough,GB,2022-06-20 03:07:55,54.2797,-0.4044,52.92,84,39,5.01
296,Dickinson,US,2022-06-20 03:07:55,29.4608,-95.0513,90.12,73,0,8.05
297,Sitrah,BH,2022-06-20 03:07:56,26.1547,50.6206,92.35,57,1,5.75
298,Luderitz,NA,2022-06-20 03:07:56,-26.6481,15.1594,53.51,88,1,13.2
299,Vizinga,RU,2022-06-20 03:07:57,61.0749,50.1031,52.34,90,100,2.71
300,Klaksvik,FO,2022-06-20 03:07:57,62.2266,-6.589,49.12,97,100,14.38
301,Gouyave,GD,2022-06-20 03:07:57,12.1646,-61.7296,78.91,78,5,18.99
302,Nuuk,GL,2022-06-20 03:07:58,64.1835,-51.7216,43.41,100,100,1.14
303,Sorong,ID,2022-06-20 03:07:58,-0.8833,131.25,81.84,71,100,1.86
304,Chipinge,ZW,2022-06-20 03:07:58,-20.1883,32.6236,49.19,67,0,3.65
305,Melenki,RU,2022-06-20 03:07:59,55.3343,41.6295,53.44,91,100,8.66
306,Bayan,CN,2022-06-20 03:07:59,46.0833,127.4,83.08,43,83,11.32
307,Tigil,RU,2022-06-20 03:08:00,57.8,158.6667,49.68,86,100,7.09
308,Sovetskiy,RU,2022-06-20 03:08:00,61.3614,63.5842,63.79,70,100,4.16
309,Butimanu,RO,2022-06-20 03:08:00,44.6833,25.9,66.54,64,20,3.4
310,Sayyan,YE,2022-06-20 03:08:01,15.1718,44.3244,63.05,47,84,3.69
311,Port Blair,IN,2022-06-20 03:07:03,11.6667,92.75,80.64,94,40,8.05
312,Grande Prairie,CA,2022-06-20 03:08:01,55.1667,-118.8027,58.5,84,69,5.39
313,Porto Novo,BJ,2022-06-20 03:08:01,6.4965,2.6036,74.95,88,100,3.58
314,Tacna,PE,2022-06-20 03:08:02,-18.0056,-70.2483,47.3,80,0,1.12
315,Slavsk,RU,2022-06-20 03:08:02,55.0425,21.677,50.58,98,78,4.94
316,Nizwa,OM,2022-06-20 03:08:03,22.9333,57.5333,88.47,43,1,1.28
317,Maple Creek,CA,2022-06-20 03:08:03,49.9168,-109.4848,61.39,71,100,5.41
318,Isangel,VU,2022-06-20 03:08:03,-19.55,169.2667,74.61,73,93,15.48
319,Bubaque,GW,2022-06-20 03:08:04,11.2833,-15.8333,80.04,77,100,17.47
320,Hofn,IS,2022-06-20 03:08:04,64.2539,-15.2082,53.46,78,68,12.41
321,Shiraz,IR,2022-06-20 03:06:56,29.6036,52.5388,81.9,14,1,4.79
322,Thompson,CA,2022-06-20 03:09:05,55.7435,-97.8558,70.86,73,96,5.53
323,Sibolga,ID,2022-06-20 03:09:05,1.7427,98.7792,84.56,65,81,3.06
324,Ilave,PE,2022-06-20 03:09:05,-16.0833,-69.6667,34.57,50,0,3.27
325,Megion,RU,2022-06-20 03:09:06,61.0296,76.1136,75.02,47,19,5.19
326,Taksimo,RU,2022-06-20 03:09:06,56.3444,114.8794,70.54,49,92,1.95
327,Kyabe,TD,2022-06-20 03:09:06,9.4515,18.9449,72.32,84,100,3.09
328,Wajir,KE,2022-06-20 03:09:07,1.7471,40.0573,71.35,77,17,8.5
329,Ojinaga,MX,2022-06-20 03:08:08,29.5667,-104.4167,89.42,45,0,11.5
330,Wattegama,LK,2022-06-20 03:09:07,6.7989,81.4808,82.65,65,100,5.06
331,Kabare,CD,2022-06-20 03:09:08,-2.4683,28.8242,59.92,89,100,1.01
332,Porto Walter,BR,2022-06-20 03:08:22,-8.2686,-72.7439,69.98,99,100,0.36
333,Krasnoselkup,RU,2022-06-20 03:09:08,65.7,82.4667,69.69,32,16,4.14
334,Sechura,PE,2022-06-20 03:09:09,-5.5569,-80.8222,63.61,82,30,12.68
335,Ahipara,NZ,2022-06-20 03:09:09,-35.1667,173.1667,54.73,79,100,14.27
336,Soyo,AO,2022-06-20 03:04:16,-6.1349,12.3689,71.69,84,95,11.99
337,Warwick,US,2022-06-20 03:09:09,41.7001,-71.4162,55.85,82,100,4.61
338,Oak Ridge,US,2022-06-20 03:08:09,36.0104,-84.2696,70.14,55,0,0.0
339,Kampong Thum,KH,2022-06-20 03:09:10,12.7111,104.8887,88.61,63,66,6.8
340,Verkhnyaya Sinyachikha,RU,2022-06-20 03:09:10,57.976,61.6673,64.54,65,9,3.6
341,Alta Floresta,BR,2022-06-20 03:05:56,-9.8756,-56.0861,69.71,54,5,1.1
342,Oranjemund,NA,2022-06-20 03:09:11,-28.55,16.4333,53.4,65,32,12.68
343,Jaciara,BR,2022-06-20 03:09:11,-15.9653,-54.9683,71.33,64,32,1.36
344,Kavaratti,IN,2022-06-20 03:09:12,10.5669,72.642,82.11,77,99,15.03
345,Hof,DE,2022-06-20 03:04:34,50.3167,11.9167,66.31,76,75,5.75
346,Nyurba,RU,2022-06-20 03:09:12,63.2842,118.3319,50.34,68,100,13.58
347,Huarmey,PE,2022-06-20 03:09:12,-10.0681,-78.1522,63.0,85,8,11.54
348,Beloha,MG,2022-06-20 03:09:13,-25.1667,45.05,58.55,92,0,6.22
349,Malm,NO,2022-06-20 03:09:13,64.0721,11.2172,47.07,88,12,0.98
350,Quatre Cocos,MU,2022-06-20 03:09:14,-20.2078,57.7625,66.09,73,3,10.87
351,Jiayuguan,CN,2022-06-20 03:09:14,39.8167,98.3,67.55,48,100,8.39
352,Sikasso,ML,2022-06-20 03:09:14,10.9167,-7.0,73.06,86,97,4.52
353,Yangjiang,CN,2022-06-20 03:09:15,21.85,111.9667,83.08,85,100,15.14
354,Tateyama,JP,2022-06-20 03:09:15,34.9833,139.8667,73.67,90,100,20.36
355,Linhares,BR,2022-06-20 03:09:15,-19.3911,-40.0722,69.4,85,80,7.78
356,Palaia Fokaia,GR,2022-06-20 03:09:16,37.72,23.9463,73.76,63,2,10.09
357,Kosino,RU,2022-06-20 03:09:16,58.4127,51.2782,53.02,99,100,5.03
358,Kayerkan,RU,2022-06-20 03:09:17,69.3497,87.7602,69.53,32,100,4.45
359,Ngama,TD,2022-06-20 03:09:17,11.7833,17.1667,80.15,59,100,7.43
360,Racale,IT,2022-06-20 03:09:18,39.9631,18.0938,71.35,75,0,3.15
361,Primorsko,BG,2022-06-20 03:09:18,42.2667,27.7667,59.47,90,0,3.89
362,Payo,ID,2022-06-20 03:09:19,-3.7508,103.6372,85.37,59,66,2.35
363,Nagato,JP,2022-06-20 03:09:19,34.3833,131.2,77.88,78,100,6.2
364,Paragominas,BR,2022-06-20 03:09:20,-2.9667,-47.4833,70.36,97,20,2.77
365,San Cristobal,VE,2022-06-20 03:09:20,7.7669,-72.225,68.18,96,33,2.17
366,Lircay,PE,2022-06-20 03:09:20,-12.9896,-74.7205,43.36,82,12,2.46
367,Agadez,NE,2022-06-20 03:10:21,19.75,10.25,84.47,16,1,10.36
368,Awbari,LY,2022-06-20 03:10:21,26.5921,12.7805,80.62,18,0,9.31
369,Kamenka,RU,2022-06-20 03:10:21,51.3223,42.7678,64.04,82,65,12.55
370,Krasnoye,UA,2022-06-20 03:10:22,49.9145,24.6134,61.29,75,0,8.01
371,Waipawa,NZ,2022-06-20 03:06:42,-41.4122,175.5153,43.47,73,100,15.95
372,Cabedelo,BR,2022-06-20 03:10:22,-6.9811,-34.8339,74.07,86,20,9.53
373,Gumrak,RU,2022-06-20 03:08:40,48.7826,44.3824,64.31,63,0,4.47
374,Mahebourg,MU,2022-06-20 03:05:57,-20.4081,57.7,66.25,72,7,11.39
375,Lingao,CN,2022-06-20 03:10:23,19.9103,109.6859,89.83,60,100,11.79
376,Fukue,JP,2022-06-20 03:10:23,32.6881,128.8419,75.56,100,75,6.91
377,La Asuncion,VE,2022-06-20 03:10:24,11.0333,-63.8628,78.06,83,6,16.78
378,Southbridge,US,2022-06-20 03:10:24,42.0751,-72.0334,55.69,87,10,4.14
379,Beringovskiy,RU,2022-06-20 03:10:25,63.05,179.3167,46.33,86,100,12.59
380,Lata,PT,2022-06-20 03:10:25,40.1629,-8.3327,61.81,88,98,2.98
381,Aleksandrov Gay,RU,2022-06-20 03:10:26,50.147,48.5704,69.39,65,91,13.56
382,Port Hardy,CA,2022-06-20 03:10:26,50.6996,-127.4199,54.86,83,100,10.38
383,Chandler,US,2022-06-20 03:10:27,33.3062,-111.8412,94.68,14,0,12.66
384,Poyarkovo,RU,2022-06-20 03:10:27,49.6,128.6833,61.86,88,100,4.03
385,Bibiani,GH,2022-06-20 03:10:28,6.4635,-2.3194,69.46,99,99,2.1
386,Katobu,ID,2022-06-20 03:10:28,-4.9408,122.5276,84.43,65,96,5.79
387,Cap-Aux-Meules,CA,2022-06-20 03:10:28,47.3821,-61.8597,54.52,86,100,15.84
388,Margate,GB,2022-06-20 03:10:29,51.3813,1.3862,56.88,77,80,8.01
389,Guatire,VE,2022-06-20 03:10:29,10.4762,-66.5427,76.21,97,66,1.77
390,Oystese,NO,2022-06-20 03:10:30,60.3882,6.1925,49.5,81,3,2.06
391,Umm Lajj,SA,2022-06-20 03:10:30,25.0213,37.2685,83.44,59,5,9.13
392,Khoy,IR,2022-06-20 03:10:30,38.5504,44.9535,68.83,56,0,3.2
393,Camacha,PT,2022-06-20 03:10:31,33.0833,-16.3333,63.82,72,40,14.97
394,Ternate,ID,2022-06-20 03:10:31,0.8,127.4,82.72,72,99,6.73
395,Belaya Gora,RU,2022-06-20 03:10:31,68.5333,146.4167,53.08,49,61,21.21
396,Udachnyy,RU,2022-06-20 03:10:32,66.4167,112.4,52.45,49,6,14.72
397,Jalu,LY,2022-06-20 03:10:32,29.0331,21.5482,76.89,41,0,5.19
398,Evensk,RU,2022-06-20 03:10:32,61.95,159.2333,47.8,83,99,9.95
399,Djibo,BF,2022-06-20 03:10:33,14.1022,-1.6306,88.36,45,4,11.5
400,Pinas,EC,2022-06-20 03:10:33,-3.6667,-79.65,63.55,91,28,3.94
401,Diego De Almagro,CL,2022-06-20 03:10:33,-26.3667,-70.05,51.13,53,12,0.43
402,Perigueux,FR,2022-06-20 03:10:34,45.1833,0.7167,64.08,90,22,3.31
403,Sept-Iles,CA,2022-06-20 03:07:31,50.2001,-66.3821,46.06,85,100,3.0
404,Fairbanks,US,2022-06-20 03:10:34,64.8378,-147.7164,69.03,56,40,8.05
405,Okha,RU,2022-06-20 03:10:35,53.5739,142.9478,53.96,77,72,9.71
406,San Policarpo,PH,2022-06-20 03:10:35,12.1791,125.5072,82.44,80,67,3.89
407,Aonla,IN,2022-06-20 03:10:36,28.2833,79.15,87.21,42,3,4.54
408,Boguchany,RU,2022-06-20 03:05:39,58.3814,97.4531,64.89,77,100,3.87
409,Awjilah,LY,2022-06-20 03:10:36,29.1081,21.2869,76.62,41,0,5.17
410,Honiara,SB,2022-06-20 03:10:36,-9.4333,159.95,82.76,78,82,2.35
411,Abaete,BR,2022-06-20 03:10:37,-19.16,-45.4458,65.86,63,48,4.21
412,Viedma,AR,2022-06-20 03:10:37,-40.8135,-62.9967,39.87,63,100,8.14
413,Ostrovnoy,RU,2022-06-20 03:11:38,68.0531,39.5131,40.12,95,100,12.84
414,Bradford,GB,2022-06-20 03:11:21,53.7939,-1.7521,50.25,81,0,13.8
415,Regina,CA,2022-06-20 03:11:38,50.4501,-104.6178,65.98,72,64,11.99
416,Klyuchi,RU,2022-06-20 03:11:39,52.2667,79.1667,70.14,57,0,5.77
417,Brae,GB,2022-06-20 03:11:39,60.3964,-1.353,48.42,88,67,10.47
418,Manokwari,ID,2022-06-20 03:11:39,-0.8667,134.0833,82.56,68,100,3.69
419,Bathsheba,BB,2022-06-20 03:11:40,13.2167,-59.5167,80.08,71,51,15.23
420,Gogrial,SS,2022-06-20 03:11:40,8.5332,28.1004,71.04,91,100,5.88
421,Batagay-Alyta,RU,2022-06-20 03:11:40,67.8006,130.4114,50.5,46,98,11.74
422,Bar Harbor,US,2022-06-20 03:10:01,44.3876,-68.2039,49.98,87,100,10.36
423,Emerald,AU,2022-06-20 03:11:41,-23.5333,148.1667,70.34,50,98,10.58
424,Presidente Medici,BR,2022-06-20 03:11:41,-11.1753,-61.9014,72.01,77,14,1.43
425,Sao Felix Do Xingu,BR,2022-06-20 03:11:42,-6.6447,-51.995,71.08,73,6,1.3
426,Saint-Francois,FR,2022-06-20 03:11:42,46.4154,3.9054,65.64,82,0,0.0
427,Peniche,PT,2022-06-20 03:11:42,39.3558,-9.3811,61.29,75,100,19.42
428,Bedzin,PL,2022-06-20 03:11:43,50.3261,19.1257,68.49,74,0,9.22
429,Puerto Ayacucho,VE,2022-06-20 03:11:43,5.6639,-67.6236,71.85,97,100,3.49
430,Grand-Santi,GF,2022-06-20 03:11:44,4.25,-54.3833,71.8,99,100,1.95
431,Souris,CA,2022-06-20 03:11:44,49.6172,-100.2612,71.28,92,5,15.75
432,Lidkoping,SE,2022-06-20 03:11:44,58.5052,13.1577,42.82,92,1,3.74
433,Porto Nacional,BR,2022-06-20 03:11:45,-10.7081,-48.4172,71.6,39,91,1.16
434,Miguel Hidalgo,MX,2022-06-20 03:11:03,19.4225,-99.2028,63.43,57,75,9.22
435,Halifax,CA,2022-06-20 03:08:58,44.6453,-63.5724,54.68,93,99,3.0
436,Luena,AO,2022-06-20 03:11:45,-11.7833,19.9167,50.74,61,87,1.43
437,Zhaotong,CN,2022-06-20 03:11:46,27.3167,103.7167,70.5,76,100,1.77
438,Lucapa,AO,2022-06-20 03:11:46,-8.4192,20.7447,61.16,39,45,3.4
439,Rio Grande,BR,2022-06-20 03:11:46,-32.035,-52.0986,48.42,74,1,5.3
440,Coka,RS,2022-06-20 03:11:47,45.9425,20.1433,63.32,51,0,7.96
441,Kurilsk,RU,2022-06-20 03:11:47,45.2333,147.8833,51.76,98,100,1.9
442,Leningradskiy,RU,2022-06-20 03:11:48,69.3833,178.4167,54.46,58,89,5.68
443,Tunoshna,RU,2022-06-20 03:11:48,57.5459,40.1254,53.58,94,0,8.95
444,Takhtamygda,RU,2022-06-20 03:11:48,54.1,123.5667,70.66,47,100,13.2
445,Chicama,PE,2022-06-20 03:11:49,-7.8447,-79.1469,59.54,84,24,5.91
446,Provideniya,RU,2022-06-20 03:08:19,64.3833,-173.3,41.11,100,40,8.95
447,Smithers,CA,2022-06-20 03:11:49,54.7804,-127.1743,64.08,52,92,5.59
448,Kropotkin,RU,2022-06-20 03:11:49,45.4375,40.5756,67.78,62,4,2.8
449,Tutoia,BR,2022-06-20 03:11:50,-2.7619,-42.2744,78.12,88,1,7.72
450,Bosanski Novi,BA,2022-06-20 03:11:50,45.0458,16.3803,58.95,73,0,3.51
451,Cooma,AU,2022-06-20 03:11:50,-36.2333,149.1333,54.9,56,98,6.76
452,Gizo,SB,2022-06-20 03:11:51,-8.103,156.8419,83.7,69,11,3.49
453,Faya,SA,2022-06-20 03:11:51,18.3851,42.4509,70.32,44,100,2.86
454,Charters Towers,AU,2022-06-20 03:11:51,-20.1,146.2667,73.74,44,23,14.0
455,Tsumeb,NA,2022-06-20 03:11:52,-19.2333,17.7167,53.04,52,3,4.5
456,Raga,SS,2022-06-20 03:11:52,8.4596,25.678,68.54,94,100,4.47
457,Toamasina,MG,2022-06-20 03:11:53,-18.1667,49.3833,69.91,83,97,9.48
458,Bairiki,KI,2022-06-20 03:11:53,1.3292,172.9752,86.0,66,75,11.5
459,Severobaykalsk,RU,2022-06-20 03:12:54,55.65,109.3167,51.3,81,100,2.15
460,Kahta,TR,2022-06-20 03:12:54,37.7855,38.6237,72.77,56,0,1.99
461,Novochernorechenskiy,RU,2022-06-20 03:12:55,56.2669,91.0828,66.6,65,95,2.98
462,Nanortalik,GL,2022-06-20 03:12:55,60.1432,-45.2371,39.49,98,100,2.84
463,Nishihara,JP,2022-06-20 03:12:55,26.1842,127.7558,87.46,84,75,14.97
464,Dayong,CN,2022-06-20 03:10:57,25.0209,118.2898,89.35,60,100,6.93
465,Casambalangan,PH,2022-06-20 03:12:56,18.3765,122.1274,89.17,63,58,3.11
466,Tabou,CI,2022-06-20 03:12:57,4.423,-7.3528,76.59,81,80,5.32
467,Husavik,IS,2022-06-20 03:12:57,66.0449,-17.3389,49.17,96,100,2.8
468,Smirnykh,RU,2022-06-20 03:12:57,49.75,142.8333,55.78,90,100,1.32
469,Makakilo City,US,2022-06-20 03:12:58,21.3469,-158.0858,84.52,52,20,14.97
470,Maiduguri,NG,2022-06-20 03:12:58,11.8464,13.1603,79.39,58,94,7.16
471,Ruangwa,TZ,2022-06-20 03:12:58,-10.0667,38.9333,59.79,96,5,2.75
472,Atar,MR,2022-06-20 03:12:59,20.5169,-13.0499,78.57,73,98,6.6
473,Bakel,SN,2022-06-20 03:12:59,14.905,-12.4568,78.69,79,100,9.28
474,Cabatuan,PH,2022-06-20 03:13:00,10.8794,122.486,86.68,65,100,3.56
475,Masterton,NZ,2022-06-20 03:13:00,-40.9597,175.6575,43.74,76,100,10.45
476,Richards Bay,ZA,2022-06-20 03:13:00,-28.783,32.0377,64.47,80,90,4.5
477,Mount Lebanon,US,2022-06-20 03:13:01,40.3554,-80.0495,60.75,56,100,2.84
478,Chivay,PE,2022-06-20 03:13:01,-15.6383,-71.6011,41.67,38,0,3.13
479,Parana,AR,2022-06-20 03:13:01,-31.732,-60.5238,53.55,68,29,6.93
480,Mahibadhoo,MV,2022-06-20 03:13:02,3.7833,72.9667,82.71,72,66,9.57
481,Carutapera,BR,2022-06-20 03:13:02,-1.195,-46.02,74.89,93,86,5.68
482,Tual,ID,2022-06-20 03:13:03,-5.6667,132.75,80.17,76,100,6.24
483,Paamiut,GL,2022-06-20 03:13:03,61.994,-49.6678,39.4,97,100,25.12
484,Sidi Ali,DZ,2022-06-20 03:13:03,36.0998,0.4206,72.57,55,90,4.99
485,Vila Do Maio,CV,2022-06-20 03:13:04,15.1333,-23.2167,74.68,94,100,10.58
486,Semiletka,RU,2022-06-20 03:13:04,55.3603,54.6153,57.09,82,94,10.27
487,Hillsborough,US,2022-06-20 03:13:05,37.5741,-122.3794,70.95,73,0,21.85
488,Vazante,BR,2022-06-20 03:13:05,-17.9869,-46.9078,66.07,59,12,1.07
489,Yarmouth,US,2022-06-20 03:11:07,41.7057,-70.2286,55.96,81,75,0.0
490,Srednekolymsk,RU,2022-06-20 03:13:05,67.45,153.6833,60.94,54,99,17.63
491,Sarlat-La-Caneda,FR,2022-06-20 03:13:06,44.889,1.2166,61.52,97,21,0.54
492,Mazagao,BR,2022-06-20 03:13:06,-0.115,-51.2894,77.05,96,11,3.4
493,Baykit,RU,2022-06-20 03:13:07,61.67,96.37,69.28,38,42,8.61
494,Ayan,RU,2022-06-20 03:13:07,56.45,138.1667,51.06,84,50,12.19
495,Caledon,ZA,2022-06-20 03:13:08,-34.23,19.4265,44.96,94,1,6.62
496,Jumla,NP,2022-06-20 03:13:08,29.2747,82.1838,59.5,82,100,2.64
497,Znamenskoye,RU,2022-06-20 03:13:08,57.1281,73.8282,71.47,67,67,4.79
498,Nurota,UZ,2022-06-20 03:13:09,40.5614,65.6886,74.62,32,78,12.15
499,Cunha,BR,2022-06-20 03:13:09,-23.0744,-44.9597,51.53,96,21,2.13
500,Gevrai,IN,2022-06-20 03:13:09,19.2667,75.75,81.64,63,99,14.2
501,Samarai,PG,2022-06-20 03:13:10,-10.6167,150.6667,79.65,85,84,19.04
502,Ixtapa,MX,2022-06-20 03:08:50,20.7,-105.2,79.83,94,75,0.0
503,Malabo,GQ,2022-06-20 03:14:10,3.75,8.7833,77.4,84,62,5.03
504,Nome,US,2022-06-20 03:14:11,64.5011,-165.4064,68.16,57,0,17.27
505,Xiaoweizhai,CN,2022-06-20 03:14:11,26.1903,107.5125,76.08,90,100,3.76
506,Karachi,PK,2022-06-20 03:14:11,24.9056,67.0822,85.82,74,75,17.27
507,Caracoli,CO,2022-06-20 03:14:12,6.4119,-74.7606,68.32,98,58,3.4
508,Bagdarin,RU,2022-06-20 03:14:12,54.4333,113.6,72.37,35,72,10.0
509,Pingliang,CN,2022-06-20 03:14:13,35.5392,106.6861,77.58,57,100,9.37
510,Kesinga,IN,2022-06-20 03:14:13,20.2,83.2333,88.74,56,98,9.55
511,Yar-Sale,RU,2022-06-20 03:14:13,66.8333,70.8333,67.75,65,92,8.34
512,Cherskiy,RU,2022-06-20 03:14:14,68.75,161.3,66.2,32,100,15.82
513,Ust-Maya,RU,2022-06-20 03:14:14,60.4167,134.5333,78.73,38,12,3.67
514,Zhezkazgan,KZ,2022-06-20 03:14:14,47.8043,67.7144,73.38,40,75,11.18
515,Constitucion,CL,2022-06-20 03:10:56,-35.3333,-72.4167,51.1,67,100,4.76
516,Camacupa,AO,2022-06-20 03:14:15,-12.0167,17.4833,52.5,46,69,2.73
517,Letka,RU,2022-06-20 03:14:15,59.6011,49.4232,53.35,97,100,1.45
518,Anori,BR,2022-06-20 03:14:16,-3.7728,-61.6442,73.83,92,48,1.7
519,Bazarnyy Syzgan,RU,2022-06-20 03:14:16,53.7512,46.7535,62.65,93,100,17.0
520,Yerbogachen,RU,2022-06-20 03:14:17,61.2767,108.0108,55.92,65,99,13.73
521,Nanchang,CN,2022-06-20 03:11:11,28.6833,115.8833,77.99,93,100,5.39
522,Pangody,RU,2022-06-20 03:14:17,65.85,74.4859,70.81,48,100,12.46
523,Gariaband,IN,2022-06-20 03:14:18,20.635,82.0614,85.26,63,97,6.98
524,Solvychegodsk,RU,2022-06-20 03:14:18,61.3305,46.9156,52.65,98,100,2.93
525,Kolokani,ML,2022-06-20 03:14:18,13.5728,-8.0339,74.34,80,95,11.1
526,Orangeburg,US,2022-06-20 03:14:19,33.4918,-80.8557,69.82,74,0,1.01
527,Tres Lagoas,BR,2022-06-20 03:14:19,-20.7511,-51.6783,64.76,77,0,5.75
528,Eichstatt,DE,2022-06-20 03:14:20,48.8833,11.1833,67.48,82,20,2.3
529,Derzhavinsk,KZ,2022-06-20 03:14:20,51.1,66.3167,72.84,53,100,9.04
530,Roros,NO,2022-06-20 03:14:20,62.5747,11.3842,35.44,100,100,5.75
531,Bandarbeyla,SO,2022-06-20 03:14:21,9.4942,50.8122,78.58,64,63,28.05
532,Komatipoort,ZA,2022-06-20 03:14:21,-25.4332,31.9548,64.06,93,24,4.52
533,Mayo,US,2022-06-20 03:14:22,38.8876,-76.5119,69.4,60,0,4.61
534,Coahuayana,MX,2022-06-20 03:14:22,18.7333,-103.6833,79.3,82,77,1.81
535,Sur,OM,2022-06-20 03:14:23,22.5667,59.5289,88.3,60,0,6.98
536,Maceio,BR,2022-06-20 03:12:34,-9.6658,-35.7353,74.64,88,40,3.44
537,Nha Trang,VN,2022-06-20 03:12:54,12.25,109.1833,89.6,50,6,4.81
538,Kloulklubed,PW,2022-06-20 03:14:23,7.0419,134.2556,86.5,66,15,2.46
539,Osypenko,UA,2022-06-20 03:14:24,46.9136,36.8253,68.18,63,0,6.4
540,Ous,RU,2022-06-20 03:14:24,60.9058,61.5186,65.93,60,7,2.39
541,Senaki,GE,2022-06-20 03:14:24,42.2704,42.0675,64.49,91,98,1.34
542,Korla,CN,2022-06-20 03:14:25,41.7597,86.1469,83.68,17,100,8.84
543,Kokopo,PG,2022-06-20 03:14:25,-4.352,152.2633,84.0,65,15,5.14
544,Manuk Mangkaw,PH,2022-06-20 03:14:26,4.8,119.85,83.28,66,22,2.89
545,Mugur-Aksy,RU,2022-06-20 03:14:26,50.35,90.5,58.24,35,24,5.46
546,Itupiranga,BR,2022-06-20 03:14:26,-5.1347,-49.3267,75.52,76,19,0.94
547,Puerto Lempira,HN,2022-06-20 03:14:27,15.2667,-83.7667,77.54,91,100,9.98
548,Burnie,AU,2022-06-20 03:14:27,-41.0667,145.9167,56.95,80,93,17.29
549,Grindavik,IS,2022-06-20 03:15:27,63.8424,-22.4338,48.67,100,100,16.11
550,Pitimbu,BR,2022-06-20 03:15:28,-7.4706,-34.8086,73.99,85,11,9.4
551,Meulaboh,ID,2022-06-20 03:15:28,4.1363,96.1285,82.47,72,89,0.87
552,Arhus,DK,2022-06-20 03:15:02,56.1567,10.2108,53.82,94,54,3.22
553,Sioux Lookout,CA,2022-06-20 03:15:29,50.1001,-91.917,77.07,73,75,5.75
